0,subjective opinions
1,noise levels
1,surprisingly comfort
1,vast variety
1,impeccably clean
1,quaint ambiance
1,delightfully comfortable
1,remotely close
1,unpleasant things
1,quite inviting
1,remarkably quiet
1,low-key ways
1,relatively pricey
1,bistro employees
1,incredibly kind
1,different occasions
1,overly fussy
1,upscale feel
1,clearly visible
1,course couches
1,inviting porch
1,particular establishment
1,modern touch
1,canine guests
1,delightfully unpretentious
1,unwanted words
1,utterly increased
1,european flair
1,beloved couch
1,really annnoying
1,smokey smell
1,lively conversation
1,comfortable feeling
2,bar business
2,clean cafe
2,nice bar
2,kitchen bar
2,coffee table
2,dining table
2,kitchen sink
3,good value
3,great relaxation
3,great place
3,good experience
3,great night
3,great choice
3,great stay
3,used points
3,great area
3,great location
3,utmost quality
3,great ships
3,great value
3,great experience
3,great conversations
4,comfy rooms
4,large rooms
4,nicely room massages
4,parkview room
4,antiques filled room
4,queen room
4,double tree suites
4,big rooms
4,luxurious space
4,separate bedroom
4,guest rooms
4,welcoming rooms
4,conference rooms
4,family rooms
4,several rooms
4,nice rooms
4,bedrooms kids
4,offered rooms
4,modern amenities
4,meeting rooms
5,front desk
5,public areas
5,room area
5,small side
5,flat screen
5,area places
5,different table
5,area restaurants
5,living pool
5,small desk
5,sink traffic
5,front desk person
5,small desert
5,fully occupied
5,sitting area
5,bistro area
5,courtyard facility
6,nephews wedding
6,special birthday
6,wedding anniversary
6,birthday desert
6,birthday dinner
6,family reunion
6,wedding reception
6,birthday surprise
6,year anniversary
6,anniversary wishes
6,birthday plate
7,soy milk
7,sausage rounds
7,fresh fruit
7,french toast
7,salad
7,hot waffles
7,head chef
7,cheese omelette
7,cinnamon rolls
7,scalloped potatoes
7,herb casserol
7,culinary pairings
7,egg rolls
7,dried fruits
7,sausage patty
7,cut fruits
7,short ribs
7,lemond curd
8,elevator traffic
8,oversized vehicles
8,full elevators
8,standard vehicles
8,luggage racks
9,affordable excellent breakfast fare
10,travel reviews
10,reviews
10,business reviews
10,movie theater
10,poor review
10,helpful votes
10,poor reviews
10,couple reviews
11,quick drive
11,scenic drive
12,car service
12,service issues
12,private car
12,good service
12,great customer service
12,excellent service
12,room service
13,buffet line
13,lovely buffet
13,rustic charm
13,breakfast buffet
14,full bath
14,ceiling windows
14,whirlpool baths
14,regular tub
14,whirlpool tub
14,jetted tub
14,hot water
14,large tub
15,gorgeous grounds
15,delightful people
15,wonderful innkeeper
15,beautiful property
15,exhibition space
15,wonderful visit
15,enough luxury
15,wonderful server
15,outdoor friends
15,relaxing place
15,country atmosphere
15,sweet goods
15,interesting museums
15,wonderful property
15,truely historic
15,sweet ending
15,wonderful area
15,valuable guests
15,wonderful place
15,warm welcome
15,wonderful innkeepers
15,cute village
15,simply magnificent
16,vegetarian diet
16,special diet
16,great meal
16,light meal
16,night light
16,evening drinks
16,night snacks
16,whole grains
17,next visit
17,future visit
17,next trip
17,last visit
17,current employees
17,entire trip
17,recent study
17,annual trip
17,future engagements
17,future reference
17,general world
17,management representative
18,home made lemon pan cake
19,nearby bookstore
19,grocery store
19,local mall
20,really good
20,right next
20,expensive ones
20,usual things
20,home feeling
20,decent option
20,sick child
20,really tacky
20,giving workers
20,good innkeeper
20,whole place
20,finishing everything
20,low feel
20,young people
20,good size
20,general feel
20,nice touch
20,low teens
20,good thing
21,subway station
21,valet parking
21,valet station
22,last minute
22,2 minute walk
22,short walk
22,minute walk
22,nice walk
22,walking distances
23,diamond status
23,parking information
23,front entry way
23,easy access
23,desirable option
23,ideal spot
23,perfect walking access
23,business travelers
23,free wifi
23,self park option
23,perfect access
23,personal touch
24,college fraternity house
25,converted barn
25,main courses
25,main drawcard
25,standard residence
25,street sounds
25,2 story dwelling
25,entire property
25,main house
26,past weekend 
26,weekend getaway
26,memorable staycation
26,weekend retreat
26,holiday weekend
27,helpful tips
27,professional couple
27,young ladies
27,professional massage therapist
27,talented artists
27,make masseuse
28,years eve
28,late arrivals
28,busy schedules
28,closing time
28,busy times
29,chip cookie
29,chocolate chip
30,housekeeping 
30,booked massages
30,dear littleness
30,dietary request
30,primary innkeeper
30,icemaker
30,moldy bathrooms
30,housekeeping team
31,efficient registration system online
32,great restaurant
32,great restaurant 
32,breakfast selection
32,excellent chef
32,quick coffee
32,nice inn
32,breakfast crowd
32,morning coffee
32,divine breakfast
32,excellent breakfast
32,delicious breakfast
32,horrible breakfast experience
32,comprehensive breakfast selection
32,free breakfast
32,terrific breakfast
33,weird design
33,design flaw
34,lovely hotel
34,hotel staff
34,boutique hotel
35,bigname hotels
35,residence inns
36,friendly manner
36,guest feedback
36,friendly hospitality
36,accommodating staff
36,polite staff
36,honest feedback
37,victorian style homes
37,victorian style rooms
38,little sprucing
38,little balcony
38,little sunshine
38,little cramped
38,little things
39,wooden swing
39,antique furniture
39,antique touches
39,rocking chairs
40,surpassed expectations
40,overall product
40,unpleasant experience
40,kimpton experience
40,disappointing experience
40,exceptional job
40,playoff games
41,beloved dog
41,dog food
41,hot food
41,dining food
41,food quality
41,great food
41,smart food
42,estate side view
42,rare commodity
42,real use
42,real issue
42,health issues
42,real star
43,organic ice cream
44,19th century farm
45,affordable bed
45,sofa bed
45,comfy bed
45,awesome king bed
46,depression era glassware
